SeniorCitizen,tenure,MonthlyCharges,TotalCharges,avg_monthly_spend,num_addon_services,gender_Male,Partner_Yes,Dependents_Yes,PhoneService_Yes,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaperlessBilling_Yes,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,tenure_bucket_7-12mo,tenure_bucket_13-24mo,tenure_bucket_25-48mo,tenure_bucket_49mo+,churn_flag,customerID
0,46,55.65,2688.85,1.2097826086956522,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,0,6416-JNVRK
0,8,54.65,482.25,6.83125,2,False,True,True,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,0,5590-ZSKRV
1,30,74.75,2111.3,2.4916666666666667,4,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,True,False,True,False,False,False,True,False,0,0191-ZHSKZ
0,45,25.9,1216.6,0.5755555555555555,0,False,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,False,False,True,False,0,3887-PBQAO
0,1,79.35,79.35,79.35,1,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,1,5919-TMRGD
0,11,50.55,565.35,4.595454545454545,3,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,0,8108-UXRQN
0,7,75.15,496.9,10.735714285714286,1,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,1,9191-MYQKX
0,42,103.8,4327.5,2.4714285714285715,5,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,False,True,False,0,9919-YLNNG
0,49,20.15,973.35,0.41122448979591836,0,False,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False,False,False,False,True,0,0318-ZOPWS
0,9,99.3,918.75,11.033333333333333,3,True,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,True,False,False,True,False,False,False,0,4445-ZJNMU
0,35,62.15,2215.45,1.7757142857142856,2,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,0,4808-YNLEU
0,48,20.65,1057.0,0.4302083333333333,0,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,0,1862-QRWPE
0,46,19.95,927.1,0.43369565217391304,0,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,True,False,False,True,False,0,2796-NNUFI
0,29,33.75,1009.25,1.1637931034482758,1,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,0,3016-KSVCP
0,30,82.05,2570.2,2.735,2,True,True,True,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0,4767-HZZHQ
1,1,74.7,74.7,74.7,1,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0,2424-WVHPL
0,66,84.0,5714.25,1.2727272727272727,5,True,True,True,True,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False,True,False,False,False,True,0,7233-PAHHL
0,65,111.05,7107.0,1.7084615384615385,5,False,False,False,True,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False,True,True,False,False,False,False,False,True,0,6067-NGCEU
0,72,100.9,7459.05,1.401388888888889,4,True,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,True,False,False,False,False,False,False,True,0,9848-JQJTX
0,12,78.95,927.35,6.579166666666667,1,False,False,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,1,8637-XJIVR
0,71,66.85,4748.7,0.9415492957746479,3,True,True,True,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,True,True,False,False,False,False,False,True,0,9803-FTJCG
0,5,21.05,113.85,4.21,0,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,1,0278-YXOOG
0,52,21.0,1107.2,0.40384615384615385,0,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,0,3212-KXOCR
1,25,98.5,2514.5,3.94,4,False,True,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,True,False,False,False,True,False,1,4598-XLKNJ
0,1,20.2,20.2,20.2,0,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,0,6380-ARCEH
0,1,19.45,19.45,19.45,0,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,0,3679-XASPY
0,38,95.0,3605.6,2.5,3,True,False,False,True,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,0,7123-WQUHX
1,66,45.55,3027.25,0.6901515151515151,3,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,0,5386-THSLQ
0,68,110.0,7611.85,1.6176470588235294,5,True,True,False,True,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,False,False,False,False,True,1,3192-NQECA
0,5,24.3,100.2,4.86,0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0,6180-YBIQI
0,72,104.15,7303.05,1.4465277777777779,4,False,True,True,True,False,True,True,False,False,True,False,True,False,False,False,False,False,True,False,True,True,False,True,False,True,False,False,False,False,True,0,6728-DKUCO
0,32,30.15,927.65,0.9421875,1,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,0,9750-BOOHV
0,43,94.35,3921.3,2.1941860465116276,2,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,True,False,False,True,False,0,8597-CWYHH
0,72,19.4,1363.25,0.26944444444444443,0,True,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,False,False,False,True,0,2848-YXSMW
0,55,96.75,5238.9,1.759090909090909,3,True,True,False,True,False,True,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,1,0486-HECZI
0,52,57.95,3042.25,1.114423076923077,3,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,0,4549-ZDQYY
0,43,91.65,3954.1,2.1313953488372093,3,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,0,5712-AHQNN
1,37,76.5,2868.15,2.0675675675675675,0,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,1,4846-WHAFZ
0,64,54.6,3423.5,0.853125,4,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,True,False,True,False,False,False,False,True,0,5256-SKJGO
0,3,89.85,248.4,29.95,3,True,True,True,True,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,0,3071-VBYPO
0,36,31.05,1126.35,0.8625,1,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,0,9560-BBZXK
0,10,100.25,1064.65,10.025,3,False,True,True,True,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,True,False,False,False,1,5299-RULOA
0,41,20.65,835.15,0.5036585365853659,0,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True,False,False,True,False,0,8402-OOOHJ
0,27,85.2,2151.6,3.1555555555555554,2,True,True,True,True,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,True,False,0,9445-ZUEQE
0,56,99.8,5515.45,1.782142857142857,3,False,True,True,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,True,True,False,False,False,False,False,True,0,1091-SOZGA
0,6,20.7,112.75,3.4499999999999997,0,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,0,2928-HLDBA
0,3,74.4,229.55,24.8,0,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,1,0404-SWRVG
0,7,50.7,350.35,7.242857142857143,1,False,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,0,6497-TILVL
0,4,20.85,62.9,5.2125,0,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,0,7219-TLZHO
0,33,88.95,3027.65,2.6954545454545453,3,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,True,False,True,False,False,False,True,False,0,4622-YNKIJ
1,27,78.05,2135.5,2.890740740740741,1,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,1,4412-YLTKF
0,72,23.55,1723.95,0.32708333333333334,0,True,True,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False,False,False,False,True,0,6734-PSBAW
0,1,19.75,19.75,19.75,0,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,0,3930-ZGWVE
1,71,56.45,3985.35,0.7950704225352113,4,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,True,False,True,False,True,False,False,False,False,True,0,2639-UGMAZ
0,13,85.95,1215.65,6.611538461538462,1,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,0,2876-GZYZC
0,25,58.6,1502.65,2.344,5,False,True,True,False,True,False,False,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False,True,True,False,False,False,False,True,False,1,6207-WIOLX
0,67,50.55,3260.1,0.7544776119402985,1,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,0,8587-XYZSF
0,1,35.45,35.45,35.45,1,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,1,3091-FYHKI
0,2,44.35,81.25,22.175,0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1,2372-HWUHI
0,43,25.7,1188.2,0.5976744186046511,0,False,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,True,False,False,False,False,True,False,0,7799-LGRDP
0,23,75.0,1778.5,3.260869565217391,1,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,0,7850-VWJUU
0,64,20.2,1277.75,0.315625,0,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True,False,False,False,True,0,3774-VBNXY
0,57,19.6,1170.55,0.34385964912280703,0,True,False,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,True,False,False,False,True,0,6217-KDYWC
1,1,70.45,70.45,70.45,0,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,1,0390-DCFDQ
1,72,88.05,6425.65,1.2229166666666667,6,False,True,True,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,True,False,False,False,False,False,True,0,3146-MSEGF
0,8,71.15,563.65,8.89375,3,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,1,4080-OGPJL
